"","fips","date","county","state","YH","wet_bulb_temp_C","daily_visitation_diff","inc"
"413",17031,2021-06-19,"Cook","IL",21,21.72068,-0.506495314850814,81.3163941804087
"414",17031,2021-06-20,"Cook","IL",15,20.99537,-0.498946655360032,75.1563102951539
"415",17031,2021-06-21,"Cook","IL",19,15.1466,-0.529646256181121,70.7609750769999
"416",17031,2021-06-22,"Cook","IL",14,12.82407,-0.518359463479397,68.2913351213127
"417",17031,2021-06-23,"Cook","IL",19,15.97222,-0.527286104670489,67.398235672719
"418",17031,2021-06-24,"Cook","IL",19,19.01235,-0.566853248320292,67.6049966380233
"419",17031,2021-06-25,"Cook","IL",15,22.27053,-0.611734602209412,68.4184325061506
"420",17031,2021-06-26,"Cook","IL",15,22.8858,-0.637004342060412,69.2793360942576
"421",17031,2021-06-27,"Cook","IL",17,22.39198,-0.505434424990166,69.6914414836959
"422",17031,2021-06-28,"Cook","IL",15,22.3534,-0.566176773532822,69.4762694846306
"423",17031,2021-06-29,"Cook","IL",24,22.81804,-0.560783086959027,68.5347875893682
"424",17031,2021-06-30,"Cook","IL",17,22.07977,-0.682983642606922,66.8819372876314
"425",26163,2020-12-01,"Wayne","MI",83,2.145219,-0.553130238603935,988.881486985029
"426",26163,2020-12-02,"Wayne","MI",90,2.354083,-0.450736289378676,1002.03234316686
"427",26163,2020-12-03,"Wayne","MI",83,2.301692,-0.522333696592479,1007.73943525122
"428",26163,2020-12-04,"Wayne","MI",72,2.905624,-0.518645778844947,1006.31203133538
"429",26163,2020-12-05,"Wayne","MI",71,1.010974,-0.530868861374403,998.059399516597
"430",26163,2020-12-06,"Wayne","MI",65,-0.6230838,-0.537240804121463,983.416354277091
"431",26163,2020-12-07,"Wayne","MI",43,-2.065955,-0.484473588897997,963.268350956085
"432",26163,2020-12-08,"Wayne","MI",73,-1.318628,-0.526717365645217,938.420212546266
"433",26163,2020-12-09,"Wayne","MI",62,-0.1313721,-0.563722251503881,909.625217357453
"434",26163,2020-12-10,"Wayne","MI",67,-2.730856,-0.594616274758732,877.636643699458
"435",26163,2020-12-11,"Wayne","MI",72,-3.038305,-0.530105787953173,843.414762458242
"436",26163,2020-12-12,"Wayne","MI",59,-1.949695,-0.687862849570528,808.747814824316
"437",26163,2020-12-13,"Wayne","MI",47,-0.5321737,-0.662433534526601,775.505488179389
"438",26163,2020-12-14,"Wayne","MI",58,0.3302048,-0.541643315096869,745.05528436528
"439",26163,2020-12-15,"Wayne","MI",75,-0.4822285,-0.585959271488548,718.639158838842
"440",26163,2020-12-16,"Wayne","MI",62,-0.6020082,-0.622400221715773,697.030263571896
"441",26163,2020-12-17,"Wayne","MI",48,-1.580062,-0.643063061038771,679.126536596086
"442",26163,2020-12-18,"Wayne","MI",71,-2.323767,-0.580341083784867,663.150119881873
"443",26163,2020-12-19,"Wayne","MI",56,-1.888152,-0.494885086103551,646.495185095168
"444",26163,2020-12-20,"Wayne","MI",55,-0.7926394,-0.59269560491435,626.348911325722
"445",26163,2020-12-21,"Wayne","MI",59,0.8876316,-0.554613444150035,600.452672815117
"446",26163,2020-12-22,"Wayne","MI",55,1.261026,-0.140136558545368,568.764624412188
"447",26163,2020-12-23,"Wayne","MI",58,0.8597339,0.00659208504383588,532.26591960263
"448",26163,2020-12-24,"Wayne","MI",52,-0.4635598,-0.300902155961757,493.812925812302
"449",26163,2020-12-25,"Wayne","MI",48,-1.096648,-0.883602702764943,456.730813952109
"450",26163,2020-12-26,"Wayne","MI",46,0.4233418,-0.46090594972937,424.165019428877
"451",26163,2020-12-27,"Wayne","MI",38,-0.1380358,-0.378936305386999,398.542035633151
"452",26163,2020-12-28,"Wayne","MI",45,-1.896486,-0.196261207164961,381.55442529959
"453",26163,2020-12-29,"Wayne","MI",47,-0.8915181,-0.221758527438706,372.677970555584
"454",26163,2020-12-30,"Wayne","MI",59,-3.238189,-0.26436389101284,370.834258376714
"455",26163,2020-12-31,"Wayne","MI",51,-3.468791,-0.326349020885528,374.944875738561
"456",26163,2021-01-01,"Wayne","MI",40,-0.632716,-0.580559154824328,383.834189960791
"457",26163,2021-01-02,"Wayne","MI",47,1.103395,-0.399876020014274,396.117425243578
"458",26163,2021-01-03,"Wayne","MI",44,1.419753,-0.402914089096091,411.03152814747
"459",26163,2021-01-04,"Wayne","MI",41,0.1157407,-0.291268736854814,427.993180737074
"460",26163,2021-01-05,"Wayne","MI",57,-0.0617284,-0.392439377866758,446.41906507703
"461",26163,2021-01-06,"Wayne","MI",46,0.7407407,-0.346292323338802,465.457499258424
"462",26163,2021-01-07,"Wayne","MI",51,-0.2854938,-0.367365097911447,483.183345478288
"463",26163,2021-01-08,"Wayne","MI",52,-2.399691,-0.378161031363221,497.50032161604
"464",26163,2021-01-09,"Wayne","MI",64,-2.098765,-0.393015287061839,506.701024174669
"465",26163,2021-01-10,"Wayne","MI",42,-2.484568,-0.416743955743567,509.17526931308
"466",26163,2021-01-11,"Wayne","MI",34,-2.824074,-0.309599242583097,503.751741634031
"467",26163,2021-01-12,"Wayne","MI",48,-2.986111,-0.415278421060495,491.014599515726
"468",26163,2021-01-13,"Wayne","MI",38,0.7407407,-0.35496299375682,472.255233753786
"469",26163,2021-01-14,"Wayne","MI",43,2.091049,-0.3739419609253,449.838491037887
"470",26163,2021-01-15,"Wayne","MI",50,1.126543,-0.417517214217668,426.397582031215
"471",26163,2021-01-16,"Wayne","MI",40,-1.604938,-0.408132901135892,404.404663338128
"472",26163,2021-01-17,"Wayne","MI",20,0.308642,-0.419321750086061,385.687675327595
"473",26163,2021-01-18,"Wayne","MI",39,-1.558642,-0.294771154615986,371.474635865918
"474",26163,2021-01-19,"Wayne","MI",51,-2.229938,-0.396202058836712,361.238089043917
"475",26163,2021-01-20,"Wayne","MI",44,-4.591049,-0.380831483639801,354.011710508548
"476",26163,2021-01-21,"Wayne","MI",44,-0.2083333,-0.409365345077464,348.78929826279
"477",26163,2021-01-22,"Wayne","MI",46,-3.564815,-0.444655779094037,344.405139733779
"478",26163,2021-01-23,"Wayne","MI",40,-7.337963,-0.422156922152485,339.814698763506
"479",26163,2021-01-24,"Wayne","MI",17,-5.069444,-0.497993885257003,334.617655429357
"480",26163,2021-01-25,"Wayne","MI",28,-1.838235,-0.375255596434041,328.574743867519
"481",26163,2021-01-26,"Wayne","MI",32,-0.3240741,-0.476344294870837,321.446698214198
"482",26163,2021-01-27,"Wayne","MI",33,-4.513889,-0.373004619903445,313.0367535061
"483",26163,2021-01-28,"Wayne","MI",28,-7.407407,-0.426399577570807,303.358026025904
"484",26163,2021-01-29,"Wayne","MI",28,-7.800926,-0.433708988897646,292.625643532655
"485",26163,2021-01-30,"Wayne","MI",33,-9.396135,-0.406508568943901,281.094611429362
"486",26163,2021-01-31,"Wayne","MI",33,-1.777778,-0.493407559489317,269.019935119026
"487",26163,2021-02-01,"Wayne","MI",24,-3.41821,-0.353209172877867,256.71714489669
"488",26163,2021-02-02,"Wayne","MI",42,-4.220679,-0.367252842479569,244.743870625566
"489",26163,2021-02-03,"Wayne","MI",39,-6.875,-0.292110531251779,233.675766160373
"490",26163,2021-02-04,"Wayne","MI",24,-4.33642,-0.371490523430215,223.918481753852
"491",26163,2021-02-05,"Wayne","MI",29,-6.782407,-0.41083408882729,215.835166758219
"492",26163,2021-02-06,"Wayne","MI",22,-11.13636,-0.354775025343216,209.638864486351
"493",26163,2021-02-07,"Wayne","MI",16,-11.86728,-0.449052311502816,204.942194093676
"494",26163,2021-02-08,"Wayne","MI",18,-10.87963,-0.373301054156579,201.147143804244
"495",26163,2021-02-09,"Wayne","MI",24,-9.483025,-0.367154831094709,197.413602273924
"496",26163,2021-02-10,"Wayne","MI",22,-10.78704,-0.334585433570639,192.840933266576
"497",26163,2021-02-11,"Wayne","MI",18,-9.591049,-0.356736959183903,186.725314771357
"498",26163,2021-02-12,"Wayne","MI",29,-6.334877,-0.301510940915438,179.150181678681
"499",26163,2021-02-13,"Wayne","MI",23,-6.189358,-0.284119110369654,170.545889143626
"500",26163,2021-02-14,"Wayne","MI",9,-8.734568,-0.193573558704164,161.94321647871
"501",26163,2021-02-15,"Wayne","MI",16,-9.182099,-0.336182542557045,154.523049035804
"502",26163,2021-02-16,"Wayne","MI",18,-10.12346,-0.506252110382334,149.333978268571
"503",26163,2021-02-17,"Wayne","MI",16,-12.77006,-0.317006540120409,146.895420037811
"504",26163,2021-02-18,"Wayne","MI",15,-5.632716,-0.350872383691537,147.397682080787
"505",26163,2021-02-19,"Wayne","MI",25,-8.804012,-0.33161226405207,150.243815233523
"506",26163,2021-02-20,"Wayne","MI",15,-10.61728,-0.285861760203101,154.64005610673
"507",26163,2021-02-21,"Wayne","MI",14,-8.063272,-0.322119569916496,159.792641311113
"508",26163,2021-02-22,"Wayne","MI",19,0.1080247,-0.319377037305324,164.982834411852
"509",26163,2021-02-23,"Wayne","MI",22,1.790123,-0.312062870717605,169.924300690221
"510",26163,2021-02-24,"Wayne","MI",18,2.908951,-0.244045718980206,174.934907974823
"511",26163,2021-02-25,"Wayne","MI",18,-0.6867284,-0.281151344246087,180.464817992478
"512",26163,2021-02-26,"Wayne","MI",11,-1.404321,-0.356502441314686,186.96419247001
"513",26163,2021-02-27,"Wayne","MI",18,3.396057,-0.187032724546812,194.750547982969
"514",26163,2021-02-28,"Wayne","MI",18,6.827697,-0.250130366578467,203.610820501866
"515",26163,2021-03-01,"Wayne","MI",19,-0.625,-0.300914364869072,213.124273891469
"516",26163,2021-03-02,"Wayne","MI",27,-4.290123,-0.235291270113998,222.570064198675
"517",26163,2021-03-03,"Wayne","MI",18,1.983025,-0.105404074522235,231.152320515915
"518",26163,2021-03-04,"Wayne","MI",25,-2.145062,-0.212324596389129,238.279256202698
"519",26163,2021-03-05,"Wayne","MI",20,-2.669753,-0.326451876092411,244.175421686864
"520",26163,2021-03-06,"Wayne","MI",23,-2.631173,-0.161687395494887,249.402096814617
"521",26163,2021-03-07,"Wayne","MI",20,-2.970679,-0.147471855050624,255.05114203721
"522",26163,2021-03-08,"Wayne","MI",23,3.541667,-0.205723835122032,262.347062957157
"523",26163,2021-03-09,"Wayne","MI",29,4.822531,-0.214070610031226,272.306873372598
"524",26163,2021-03-10,"Wayne","MI",22,8.387346,-0.258264232742174,285.117619864189
"525",26163,2021-03-11,"Wayne","MI",21,11.2037,-0.327286004786033,300.554772941171
"526",26163,2021-03-12,"Wayne","MI",22,3.333333,-0.325810822433306,317.577466044419
"527",26163,2021-03-13,"Wayne","MI",26,-0.1697531,-0.0737300608363959,334.940748347734
"528",26163,2021-03-14,"Wayne","MI",24,0.8888889,-0.119358859583783,351.645375033601
"529",26163,2021-03-15,"Wayne","MI",27,-1.638889,-0.333887416839818,367.674925319345
"530",26163,2021-03-16,"Wayne","MI",24,2.79321,-0.395023531696822,383.466176235348
"531",26163,2021-03-17,"Wayne","MI",37,3.148148,-0.00897008569215656,400.285872029484
"532",26163,2021-03-18,"Wayne","MI",36,2.569444,-0.199000101113371,419.60824875396
"533",26163,2021-03-19,"Wayne","MI",41,-2.469136,-0.159642570286787,442.907542461008
"534",26163,2021-03-20,"Wayne","MI",33,-0.1311728,-0.134023040670422,471.502401270498
"535",26163,2021-03-21,"Wayne","MI",38,2.638889,-0.0231083151589881,505.843415564263
"536",26163,2021-03-22,"Wayne","MI",57,6.373457,-0.187698329489061,545.242763756928
"537",26163,2021-03-23,"Wayne","MI",66,7.770062,-0.236300070221571,588.766918254465
"538",26163,2021-03-24,"Wayne","MI",58,12.3752,-0.224484745905311,635.482351462795
"539",26163,2021-03-25,"Wayne","MI",70,9.112654,-0.230614881641182,684.430321696713
"540",26163,2021-03-26,"Wayne","MI",62,8.549383,-0.254499712606809,734.551230906318
"541",26163,2021-03-27,"Wayne","MI",54,6.728395,-0.159180751748038,784.915854882892
"542",26163,2021-03-28,"Wayne","MI",60,5.58642,-0.206350825995123,835.217321147086
"543",26163,2021-03-29,"Wayne","MI",67,1.936728,-0.145849774744721,885.304345151873
"544",26163,2021-03-30,"Wayne","MI",69,8.153595,-0.16951845930884,935.073508853766
"545",26163,2021-03-31,"Wayne","MI",85,6.121593,-0.0870729311270634,984.612860223362
"546",26163,2021-04-01,"Wayne","MI",96,-2.677469,-0.161626352391331,1034.08352782593
"547",26163,2021-04-02,"Wayne","MI",71,-2.283951,-0.222495907643155,1083.74749659144
"548",26163,2021-04-03,"Wayne","MI",121,3.148148,-0.18156983001558,1133.89196554101
"549",26163,2021-04-04,"Wayne","MI",99,5.70216,-0.46496804340576,1184.67340378719
"550",26163,2021-04-05,"Wayne","MI",92,7.16821,-0.0997820520152246,1235.72536080835
"551",26163,2021-04-06,"Wayne","MI",150,11.84414,-0.164529440767357,1286.50278967077
"552",26163,2021-04-07,"Wayne","MI",121,13.76543,-0.317979021134759,1336.26917742665
"553",26163,2021-04-08,"Wayne","MI",128,14.45988,-0.439699356244874,1384.24014462465
"554",26163,2021-04-09,"Wayne","MI",159,13.48765,-0.245946064076227,1429.25735525859
"555",26163,2021-04-10,"Wayne","MI",133,13.58796,-0.26063136828859,1468.66664710293
"556",26163,2021-04-11,"Wayne","MI",123,11.08796,-0.339075012204245,1499.57063128583
"557",26163,2021-04-12,"Wayne","MI",110,10.45525,-0.212532962249884,1519.59483856967
"558",26163,2021-04-13,"Wayne","MI",127,8.356481,-0.229030494090929,1526.49552962538
"559",26163,2021-04-14,"Wayne","MI",121,6.419753,-0.166949997649219,1518.02896512388
"560",26163,2021-04-15,"Wayne","MI",121,3.719136,-0.232509072116303,1492.68815203491
"561",26163,2021-04-16,"Wayne","MI",150,5.655864,-0.27427837990137,1452.28703907816
"562",26163,2021-04-17,"Wayne","MI",130,5.640432,-0.23641343733454,1400.87214749145
"563",26163,2021-04-18,"Wayne","MI",116,7.407407,-0.220528694878836,1342.86395506751
"564",26163,2021-04-19,"Wayne","MI",117,7.662037,-0.215000921354455,1282.68293959902
"565",26163,2021-04-20,"Wayne","MI",123,2.006173,-0.289099520401608,1224.42721401998
"566",26163,2021-04-21,"Wayne","MI",98,0.2237654,-0.427292815765575,1170.90543182958
"567",26163,2021-04-22,"Wayne","MI",95,0.9876543,-0.577779775078925,1123.86713536954
"568",26163,2021-04-23,"Wayne","MI",116,2.912458,-0.581982256349087,1082.11488178642
"569",26163,2021-04-24,"Wayne","MI",90,5.8495,-0.552416194135586,1043.71448192804
"570",26163,2021-04-25,"Wayne","MI",79,5.457516,-0.515295181619037,1006.79483305088
"571",26163,2021-04-26,"Wayne","MI",105,5.455247,-0.50603201230167,969.737178046219
"572",26163,2021-04-27,"Wayne","MI",72,13.34105,-0.510490505147092,931.308211072739
"573",26163,2021-04-28,"Wayne","MI",102,16.69082,-0.47771088362149,891.56408572392
"574",26163,2021-04-29,"Wayne","MI",95,9.877451,-0.524976126009729,850.88332045193
"575",26163,2021-04-30,"Wayne","MI",88,7.736626,-0.490982715520219,809.722362943667
"576",26163,2021-05-01,"Wayne","MI",72,6.921296,-0.497880212684412,768.849377824867
"577",26163,2021-05-02,"Wayne","MI",89,14.79938,-0.494339861776519,729.047372547261
"578",26163,2021-05-03,"Wayne","MI",57,14.8534,-0.449413827941821,690.847008927808
"579",26163,2021-05-04,"Wayne","MI",61,14.69907,-0.455585005453377,654.715862374761
"580",26163,2021-05-05,"Wayne","MI",72,6.998457,-0.4375570683038,621.015377485796
"581",26163,2021-05-06,"Wayne","MI",70,7.484568,-0.518073453246301,589.682475616274
"582",26163,2021-05-07,"Wayne","MI",80,7.5,-0.538460164671834,560.470018076261
"583",26163,2021-05-08,"Wayne","MI",54,5.601852,-0.507533241975212,532.819149236997
"584",26163,2021-05-09,"Wayne","MI",42,4.907407,-0.518856834135582,506.093084234994
"585",26163,2021-05-10,"Wayne","MI",49,6.17284,-0.507984012911671,479.655038206776
"586",26163,2021-05-11,"Wayne","MI",54,5.354938,-0.504781939609449,452.973575686716
"587",26163,2021-05-12,"Wayne","MI",54,6.983025,-0.470190858678465,426.044789611146
"588",26163,2021-05-13,"Wayne","MI",39,7.932099,-0.479326809648463,399.394645556583
"589",26163,2021-05-14,"Wayne","MI",31,8.37963,-0.489591572682278,373.655239910091
"590",26163,2021-05-15,"Wayne","MI",47,9.783951,-0.515910130990306,349.458669058754
"591",26163,2021-05-16,"Wayne","MI",43,11.47377,-0.482501341258619,327.367619241047
"592",26163,2021-05-17,"Wayne","MI",28,12.91667,-0.466796291707175,307.667136100965
"593",26163,2021-05-18,"Wayne","MI",41,13.54167,-0.475608014223603,290.467505736056
"594",26163,2021-05-19,"Wayne","MI",28,15.67901,-0.461559780362812,275.45761665247
"595",26163,2021-05-20,"Wayne","MI",28,17.58488,-0.488937073779056,262.221007958508
"596",26163,2021-05-21,"Wayne","MI",34,17.5463,-0.490525894291004,250.269175267142
"597",26163,2021-05-22,"Wayne","MI",34,17.4537,-0.536063005834327,238.825440209916
"598",26163,2021-05-23,"Wayne","MI",24,18.71142,-0.50391421959693,227.110491071641
"599",26163,2021-05-24,"Wayne","MI",27,17.29938,-0.464823957757487,214.622656731617
"600",26163,2021-05-25,"Wayne","MI",32,20.4321,-0.463815571259954,200.929676217726
"601",26163,2021-05-26,"Wayne","MI",26,18.93098,-0.437124029684179,185.772270593381
"602",26163,2021-05-27,"Wayne","MI",24,11.47799,-0.470570391758137,169.583089064083
"603",26163,2021-05-28,"Wayne","MI",22,9.344136,-0.497487248248969,153.039806366212
"604",26163,2021-05-29,"Wayne","MI",20,7.314815,-0.499678640834545,137.10827121751
"605",26163,2021-05-30,"Wayne","MI",12,9.404187,-0.499508339433218,122.826375831131
"606",26163,2021-05-31,"Wayne","MI",17,11.06151,-0.528169935886438,111.089857372289
"607",26163,2021-06-01,"Wayne","MI",12,14.5679,-0.486310379345894,102.225832814687
"608",26163,2021-06-02,"Wayne","MI",17,15.73552,-0.44515132843876,96.2462820486149
"609",26163,2021-06-03,"Wayne","MI",19,18.05556,-0.441022817917289,92.4712568222811
"610",26163,2021-06-04,"Wayne","MI",15,18.71914,-0.506478918781227,90.047826848367
"611",26163,2021-06-05,"Wayne","MI",18,19.07986,-0.519065831513143,88.1604166406157
"612",26163,2021-06-06,"Wayne","MI",15,20.10802,-0.494748012547414,86.1428699168485
"613",26163,2021-06-07,"Wayne","MI",14,21.59722,-0.435058490122445,83.50854024385
"614",26163,2021-06-08,"Wayne","MI",14,22.08333,-0.458248046495645,80.3394013799261
"615",26163,2021-06-09,"Wayne","MI",11,22.03968,-0.414242269023387,76.8595821312795
"616",26163,2021-06-10,"Wayne","MI",14,21.26543,-0.464640654315856,73.2932113041045
"617",26163,2021-06-11,"Wayne","MI",11,20.90278,-0.483216754623553,69.8471492824486
"618",26163,2021-06-12,"Wayne","MI",7,19.86111,-0.52123104435179,66.6218279608625
"619",26163,2021-06-13,"Wayne","MI",8,20.40895,-0.504874447989508,63.5509916076054
"620",26163,2021-06-14,"Wayne","MI",12,17.46914,-0.450178869847564,60.5310296899157
"621",26163,2021-06-15,"Wayne","MI",12,15.34722,-0.464556632950352,57.4583316750276
"622",26163,2021-06-16,"Wayne","MI",6,13.02469,-0.435414145763274,54.2453264611457
"623",26163,2021-06-17,"Wayne","MI",6,15.17747,-0.474370007527329,50.8686006702898
"624",26163,2021-06-18,"Wayne","MI",6,19.92958,-0.481962846146652,47.3380487776012
"625",26163,2021-06-19,"Wayne","MI",12,20.68673,-0.528803373404983,43.7326389466803
"626",26163,2021-06-20,"Wayne","MI",6,22.57716,-0.514558362069475,40.1486077633079
"627",26163,2021-06-21,"Wayne","MI",6,18.44136,-0.452308787179829,36.7180442221288
"628",26163,2021-06-22,"Wayne","MI",5,11.14969,-0.485667329040355,33.7164469534847
"629",26163,2021-06-23,"Wayne","MI",8,14.35185,-0.473128097772697,31.4391275656443
"630",26163,2021-06-24,"Wayne","MI",8,17.53858,-0.500497702479525,30.1172399430444
"631",26163,2021-06-25,"Wayne","MI",3,20.8179,-0.605569647143199,29.9658985391725
"632",26163,2021-06-26,"Wayne","MI",7,22.56944,-0.645653876107062,31.1190059024999
"633",26163,2021-06-27,"Wayne","MI",7,22.46142,-0.519451874996308,33.3856169614883
"634",26163,2021-06-28,"Wayne","MI",6,23.28704,-0.482122546496629,36.4577223307029
"635",26163,2021-06-29,"Wayne","MI",7,23.64734,-0.504724567091482,39.8839029890244
"636",26163,2021-06-30,"Wayne","MI",9,21.93732,-0.626742980443976,43.1768875064195
"637",36061,2020-12-01,"New York","NY",66,4.484337,-0.641046944683298,416.65852411463
"638",36061,2020-12-02,"New York","NY",59,4.88134,-0.634740470903019,435.047302900908
"639",36061,2020-12-03,"New York","NY",65,4.801372,-0.643172211857835,452.415715685828
"640",36061,2020-12-04,"New York","NY",70,4.059914,-0.62549453414443,467.335537805274
"641",36061,2020-12-05,"New York","NY",72,5.473741,-0.598338674068608,479.193933211532
"642",36061,2020-12-06,"New York","NY",64,4.36475,-0.543769518047206,487.853924980709
"643",36061,2020-12-07,"New York","NY",58,2.310923,-0.611821159914993,494.266584067711
"644",36061,2020-12-08,"New York","NY",80,0.5078493,-0.655717331018218,499.654993397167
"645",36061,2020-12-09,"New York","NY",90,2.708975,-0.702558054113072,505.147916417294
"646",36061,2020-12-10,"New York","NY",103,3.113577,-0.701743852877118,511.496838670703
"647",36061,2020-12-11,"New York","NY",94,0.4712409,-0.602457232377924,519.155079069496
"648",36061,2020-12-12,"New York","NY",104,0.9186548,-0.660736136355914,527.760567909372
"649",36061,2020-12-13,"New York","NY",95,1.203531,-0.551079388171067,536.747388331904
"650",36061,2020-12-14,"New York","NY",93,3.216114,-0.668455790760433,545.570368124687
"651",36061,2020-12-15,"New York","NY",103,2.614649,-0.664274595569024,553.767313659246
"652",36061,2020-12-16,"New York","NY",101,1.126464,-0.778309615196681,560.991095429508
"653",36061,2020-12-17,"New York","NY",98,2.345132,-0.866618635786325,567.271861835014
"654",36061,2020-12-18,"New York","NY",97,0.918448,-0.659636137264754,572.734080751696
"655",36061,2020-12-19,"New York","NY",100,-0.8521202,-0.580369641244375,577.502220055484
"656",36061,2020-12-20,"New York","NY",89,0.4769284,-0.588118119687557,581.656782903728
"657",36061,2020-12-21,"New York","NY",103,4.496478,-0.669424420710858,585.08166893336
"658",36061,2020-12-22,"New York","NY",132,5.663321,-0.361285220954377,587.533834478755
"659",36061,2020-12-23,"New York","NY",125,5.456464,-0.349748103616187,588.749491228313
"660",36061,2020-12-24,"New York","NY",106,3.511881,-0.554843553074611,588.464850870413
"661",36061,2020-12-25,"New York","NY",118,2.320993,-0.716217793552176,586.498315599899
"662",36061,2020-12-26,"New York","NY",136,1.145255,-0.384002292062642,582.997049637366
"663",36061,2020-12-27,"New York","NY",118,3.712434,-0.255149937156707,578.23437242847
"664",36061,2020-12-28,"New York","NY",116,1.606322,-0.29961235429384,572.659462293253
"665",36061,2020-12-29,"New York","NY",143,1.046394,-0.367781276871055,566.765462270379
"666",36061,2020-12-30,"New York","NY",151,0.06188872,-0.428044576392844,561.241095078128
"667",36061,2020-12-31,"New York","NY",117,-0.2161173,-0.630252035210931,557.557402153302
"668",36061,2021-01-01,"New York","NY",118,1.063492,-0.665399785775307,557.298814105884
"669",36061,2021-01-02,"New York","NY",105,3.265583,-0.275761898989001,561.720999520094
"670",36061,2021-01-03,"New York","NY",127,1.284722,-0.542776362697044,571.997436473696
"671",36061,2021-01-04,"New York","NY",121,1.885965,-0.49355841710368,589.018501760308
"672",36061,2021-01-05,"New York","NY",161,1.568627,-0.565028298417666,612.542167036879
"673",36061,2021-01-06,"New York","NY",139,0.462963,-0.548101594276645,641.847722996573
"674",36061,2021-01-07,"New York","NY",153,-1.388889,-0.529864891997229,675.432141614041
"675",36061,2021-01-08,"New York","NY",117,-2.523148,-0.515119268483531,711.596815184289
"676",36061,2021-01-09,"New York","NY",128,-3.356481,-0.531175869245041,748.643136002346
"677",36061,2021-01-10,"New York","NY",111,-1.898148,-0.540175241541858,784.677796306501
"678",36061,2021-01-11,"New York","NY",131,-1.712963,-0.388000999626109,817.311789392335
"679",36061,2021-01-12,"New York","NY",164,0.06944444,-0.56190123340734,845.093813635363
"680",36061,2021-01-13,"New York","NY",141,0.8796296,-0.56567739065675,866.855668695257
"681",36061,2021-01-14,"New York","NY",152,3.171296,-0.539186006743197,881.429154231687
"682",36061,2021-01-15,"New York","NY",160,4.003268,-0.543052944625145,887.908957193645
"683",36061,2021-01-16,"New York","NY",162,4.458333,-0.540981736069658,886.441313687308
"684",36061,2021-01-17,"New York","NY",147,1.134259,-0.484036261479503,877.630047164903
"685",36061,2021-01-18,"New York","NY",135,1.574074,-0.548500657699736,862.857781305512
"686",36061,2021-01-19,"New York","NY",186,0.02314815,-0.553866528791947,843.70183984495
"687",36061,2021-01-20,"New York","NY",126,-1.440972,-0.56553720484315,822.152840033144
"688",36061,2021-01-21,"New York","NY",169,-1.736111,-0.549569267786151,801.854573176427
"689",36061,2021-01-22,"New York","NY",176,0.6481481,-0.53660558613665,786.601236805939
"690",36061,2021-01-23,"New York","NY",173,-5.092593,-0.552635012095832,779.135479295605
"691",36061,2021-01-24,"New York","NY",142,-6.226852,-0.548194508344407,781.937061730045
"692",36061,2021-01-25,"New York","NY",138,-4.282407,-0.497615814240023,796.258416254535
"693",36061,2021-01-26,"New York","NY",156,-0.8395062,-0.574058355290988,818.442659256936
"694",36061,2021-01-27,"New York","NY",154,-0.6321839,-0.556112404759578,843.192284671654
"695",36061,2021-01-28,"New York","NY",178,-5.162037,-0.562243432606915,863.556612376679
"696",36061,2021-01-29,"New York","NY",150,-9.143519,-0.565801598404854,872.171668735877
"697",36061,2021-01-30,"New York","NY",150,-7.318841,-0.557766145009877,863.087896593911
"698",36061,2021-01-31,"New York","NY",132,-6.565657,-0.585693833646479,836.013404718542
"699",36061,2021-02-01,"New York","NY",131,-1.812865,-0.805720728487213,793.298047297642
"700",36061,2021-02-02,"New York","NY",94,-1.044776,-0.766903707963647,742.200994276508
"701",36061,2021-02-03,"New York","NY",156,-2.037037,-0.55646826105564,691.208744539769
"702",36061,2021-02-04,"New York","NY",176,-0.7175926,-0.510901154986474,648.807796972074
"703",36061,2021-02-05,"New York","NY",179,2.598566,-0.491250607308048,622.556377430791
"704",36061,2021-02-06,"New York","NY",156,-0.6481481,-0.512621236228852,614.885203183369
"705",36061,2021-02-07,"New York","NY",135,-1.046512,-0.679149135230027,621.639052546851
"706",36061,2021-02-08,"New York","NY",127,-7.083333,-0.527362827469571,637.248287357552
"707",36061,2021-02-09,"New York","NY",148,-1.867284,-0.55739588200652,656.143269451744
"708",36061,2021-02-10,"New York","NY",168,-3.571429,-0.530812909226316,673.069820219335
"709",36061,2021-02-11,"New York","NY",133,-3.796296,-0.570314963474078,684.035599264591
"710",36061,2021-02-12,"New York","NY",134,-6.62037,-0.469869373484224,686.291998772682
"711",36061,2021-02-13,"New York","NY",142,-5.444444,-0.448092793300331,680.803503037904
"712",36061,2021-02-14,"New York","NY",127,-1.626984,-0.344009581995718,669.462869381844
"713",36061,2021-02-15,"New York","NY",111,-0.9309309,-0.608585160976611,654.246188466219
"714",36061,2021-02-16,"New York","NY",116,3.531073,-0.523041022337364,637.462884313312
"715",36061,2021-02-17,"New York","NY",139,-5.324074,-0.477906243997452,621.190254731941
"716",36061,2021-02-18,"New York","NY",132,-3.841808,-0.675243563097315,606.243759316525
"717",36061,2021-02-19,"New York","NY",107,-1.388889,-0.597995825245592,593.123398107898
"718",36061,2021-02-20,"New York","NY",129,-2.839506,-0.482403259561412,582.317788862862
"719",36061,2021-02-21,"New York","NY",120,-3.865741,-0.509640341024461,574.270020202143
"720",36061,2021-02-22,"New York","NY",129,0.6521739,-0.535476071934335,569.328465122295
"721",36061,2021-02-23,"New York","NY",147,2.15812,-0.507032440189006,567.508163259325
